iso3,name,capital,region,income_level,latitude,longitude,population,population_density,area_km2,urban_pct,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,inflation_pct,unemployment_pct,life_expectancy_years,internet_users_pct
ABW,Aruba,Oranjestad,Latin America & Caribbean ,High income,12.5167,-70.0167,107995,596.438888888889,180,61.7909396819594,4167588070.29217,38590.5650288641,6.81077669324554,4.25746204335427,,76.5,
AFG,Afghanistan,Kabul,"Middle East, North Africa, Afghanistan & Pakistan",Low income,34.5228,69.1761,42647492,63.5585008355948,652870,25.7007352636188,17778508875.7396,416.871146273728,1.87319280045979,-6.60118564073726,13.687,66.289,16.09499931
AGO,Angola,Luanda,Sub-Saharan Africa ,Lower middle income,-8.81155,13.242,37885849,29.4777460495709,1246700,70.6551379036435,103080538044.058,2720.81900669715,4.95267860425956,28.2404948915772,14.02,64.805,40.70479965
ALB,Albania,Tirane,Europe & Central Asia,Upper middle income,41.3317,19.8172,2377128,88.0167153284672,28750,58.5463634043555,27037474263.2977,11374.0085781236,4.04592845095348,2.21587375089992,10.689,79.776,85.86389923
AND,Andorra,Andorra la Vella,Europe & Central Asia,High income,42.5075,1.5218,81938,172.034042553191,470,88.8850044816278,4044249678.65625,49357.437070178,3.8491605039052,,,84.188,94.39759827
ARE,United Arab Emirates,Abu Dhabi,"Middle East, North Africa, Afghanistan & Pakistan",High income,24.4764,54.3705,10986400,147.616882568291,98647.9,85.8171088279791,552324919095.872,50273.5126243239,3.99181200361831,1.66336510224894,2.16,83.069,100
ARG,Argentina,Buenos Aires,Latin America & Caribbean ,Upper middle income,-34.6118,-58.4173,45696159,16.6399559321662,2780400,92.2742315972952,638365455340.04,13969.7836603737,-1.34293072157739,219.883929014578,7.15,77.543,89.66715228
ARM,Armenia,Yerevan,Europe & Central Asia,Upper middle income,40.1596,44.509,3033500,105.119108748259,29740,65.8113671449901,25955275380.0321,8556.21406956719,5.90000000046228,0.269511978259125,12.405,78.319512195122,81.33930206
ASM,American Samoa,Pago Pago,East Asia & Pacific,High income,-14.2846,-170.691,46765,237.605,200,80.9446986961818,871000000,18017.4589383973,1.73501577287065,,,72.992,
ATG,Antigua and Barbuda,Saint John's,Latin America & Caribbean ,High income,17.1175,-61.8456,93772,212.081818181818,440,24.3906919254799,2162366666.66667,23059.8330702839,2.54044193946544,6.19886698842116,,77.766,72.73040009
AUS,Australia,Canberra,East Asia & Pacific,High income,-35.282,149.129,27194286,3.46591948538875,7741220,87.6021469990446,1757022451652.83,64609.9865116088,1.37340773365975,3.16656665428797,3.942,83.0512195121951,96.13140106
AUT,Austria,Vienna,Europe & Central Asia,High income,48.2201,16.3798,9177982,110.661185167232,83879,69.4658181096788,534790720466.822,58268.8787651601,-0.659089573171372,2.93791574279376,5.2,81.9951219512195,94.91974877
AZE,Azerbaijan,Baku,Europe & Central Asia,Upper middle income,40.3834,49.8932,10202830,122.854906231095,86600,58.573795837717,74426000000,7294.64276088105,4.15806800428062,2.21217188919901,5.648,74.576,90.43979645
BDI,Burundi,Bujumbura,Sub-Saharan Africa ,Low income,-3.3784,29.3639,14047786,533.078271028037,27830,24.8302838651025,3037579858.38142,216.231928531758,4.11227376394912,20.2124925027847,0.915,63.818,8.595999718
BEL,Belgium,Brussels,Europe & Central Asia,High income,50.8371,4.36761,11858610,386.303731881682,30689,87.6126557010527,670983130618.828,56581.9375642531,1.09775383828703,3.14349136500041,5.7,82.3,95.77579144
BEN,Benin,Porto-Novo,Sub-Saharan Africa ,Lower middle income,6.4779,2.6323,14462724,125.142195814118,114760,52.5455354818423,21482643706.4249,1485.38018885134,7.45311566226201,1.16093089640415,1.637,60.961,33.98379898
BFA,Burkina Faso,Ouagadougou,Sub-Saharan Africa ,Low income,12.3605,-1.53395,23548781,84.1585380116959,274200,28.3352514896662,23136514855.7646,982.493100418428,4.83395810163883,4.19081721344523,3.441,61.292,28.25270081
BGD,Bangladesh,Dhaka,South Asia,Lower middle income,23.7055,90.4113,173562364,1319.17979689183,147570,32.6783196323307,450119432068.852,2593.41611680774,4.22325911250161,10.4657482763412,3.635,74.93,53.42171316
BGR,Bulgaria,Sofia,Europe & Central Asia,High income,42.7105,23.3238,6441421,59.3827929255711,110996.758,73.9499356882481,113349149166.793,17596.9167621233,3.38708962009333,2.44651943006079,4.2,75.7609756097561,82.438955
BHR,Bahrain,Manama,"Middle East, North Africa, Afghanistan & Pakistan",High income,26.1921,50.5354,1588670,1971.32375,800,100,47210732712.766,29717.1424605273,2.89710543153512,0.919635459817651,1.084,81.423,100
BHS,"Bahamas, The",Nassau,Latin America & Caribbean ,High income,25.0661,-77.339,401283,39.9040959040959,13880,81.3249262966481,15832800000,39455.4466548546,3.37866553336166,0.409162489083286,9.049,74.71,92.47270203
BIH,Bosnia and Herzegovina,Sarajevo,Europe & Central Asia,Upper middle income,43.8607,18.4214,3164253,62.20845703125,51210,52.1224302754935,29737363103.0492,9397.90942855997,3.22679979810856,6.1059011284828,10.69,78.044,86.10091103
BLR,Belarus,Minsk,Europe & Central Asia,Upper middle income,53.9678,27.5766,9132629,45.217077292187,207629,79.1551015210848,78591839299.7087,8605.60954569694,4.34999638140579,5.78531910428005,3.458,74.3653414634147,94.26182128
BLZ,Belize,Belmopan,Latin America & Caribbean ,Upper middle income,17.2534,-88.7713,417072,18.0230600613766,22966,41.7532107338224,3203631800,7681.24400583113,3.50466435023895,3.28955985952768,8.698,73.739,80.00582262
BMU,Bermuda,Hamilton,North America,High income,32.3293,-64.706,64636,1198.11111111111,4290,100,9194499000,142250.433195123,1.88822861970388,,,82.49,
BOL,Bolivia,La Paz,Latin America & Caribbean ,Lower middle income,-13.9908,-66.1936,12413315,11.3026483891812,1098580,71.2361453773988,54881327452.9667,4421.16609889999,-1.12335595517212,5.09976568317427,3.274,68.739,79.70469666
BRA,Brazil,Brasilia,Latin America & Caribbean ,Upper middle income,-15.7801,-47.9292,211998573,25.2616884857157,8510420,87.8958549533146,2185821610689.31,10310.5486973693,3.41931516501906,4.36746407652337,6.801,76.023,84.46347227
BRB,Barbados,Bridgetown,Latin America & Caribbean ,High income,13.0935,-59.6105,282467,656.595348837209,430,59.5397032429174,7597571450,26897.2002039176,3.3669492581395,1.4464366430616,6.448,76.332,70.36470032
BRN,Brunei Darussalam,Bandar Seri Begawan,East Asia & Pacific,High income,4.94199,114.946,462721,87.0870967741936,5770,74.8983133873697,15340808592.48,33153.4738913513,4.05251709306727,-0.388674165036461,5.18,75.501,96.29828801
BTN,Bhutan,Thimphu,South Asia,Lower middle income,27.5768,89.6177,791524,20.6183796539067,38390,42.5645249803412,3346603858.7495,4228.05102403654,7.49856206754038,2.76131569624098,3.282,73.262,91.27739716
BWA,Botswana,Gaborone,Sub-Saharan Africa ,Upper middle income,-24.6544,25.9201,2521139,4.37641204806522,581730,67.4623537838418,19286251067.5078,7649.81663744354,-2.77988981666252,2.81835131676251,23.81,69.293,57.45950036
CAF,Central African Republic,Bangui,Sub-Saharan Africa ,Low income,5.63056,21.6407,5330690,8.27060419275097,622980,44.1243555638904,2751494281.06887,516.160999996036,1.49999999847535,1.47733600718744,6.253,57.671,13.78250027
CAN,Canada,Ottawa,North America,High income,45.4215,-75.6919,41262329,4.5568841808231,15634410,82.7002565766633,2270076189683.46,55015.7066917734,2.04626605401701,2.38158383281173,6.351,82.1080487804878,94.353302
CHE,Switzerland,Bern,Europe & Central Asia,High income,46.948,7.44821,9005582,224.978619136651,41290.7,85.4615370020764,969919786394.884,107702.065940312,1.39033363875791,1.06234041976595,4.343,84.4073170731707,97.3443985
CHI,Channel Islands,,Europe & Central Asia,High income,,,168126,842.126262626263,198,32.7056211227456,12507320838.3932,74585.5224096294,3.71500590367266,,6.031,81.2,
CHL,Chile,Santiago,Latin America & Caribbean ,High income,-33.475,-70.6475,19764771,26.4647249005172,757244.88,88.9950908479196,329260633698.726,16658.9652720351,2.80512637106611,4.29763891572524,8.718,81.359,95.590243
CHN,China,Beijing,East Asia & Pacific,Upper middle income,40.0495,116.286,1408975000,150.264001337848,9562910,65.8946980998325,18729668435848,13293.1162269366,4.95830378788091,0.218128938439177,4.59,78.017,92
CIV,Cote d'Ivoire,Yamoussoukro,Sub-Saharan Africa ,Lower middle income,5.332,-4.0305,31934230,98.0052012578616,322460,53.9733113940142,87113179149.284,2727.8935220697,6.0195346193922,3.45053028131019,2.273,62.11,41.43219902
CMR,Cameroon,Yaounde,Sub-Saharan Africa ,Lower middle income,3.8721,11.5174,29123744,60.0213386642973,475440,55.4031748609078,53296694320.2057,1830.00833684727,3.52472308052245,4.53331349711606,3.603,63.968,46.25880051
COD,"Congo, Dem. Rep.",Kinshasa,Sub-Saharan Africa ,Low income,-4.325,15.3222,109276265,46.6640484329856,2344860,44.7455804408753,75716176105.0704,692.887665085098,6.1025294442863,,4.421,62.074,19.67350006
COG,"Congo, Rep.",Brazzaville,Sub-Saharan Africa ,Lower middle income,-4.2767,15.2662,6332961,18.1050805270864,342000,63.8866111699904,15719986076.6464,2482.2489948456,2.09998918002519,3.09143630919166,19.895,66.001,47.25159836
COL,Colombia,Bogota,Latin America & Caribbean ,Upper middle income,4.60987,-74.082,52886363,47.1574150518251,1140619.1,78.5210811866115,420504033143.211,7951.08624019412,1.49330728771066,6.60908593728228,9.619,77.913,79.34543299
COM,Comoros,Moroni,Sub-Saharan Africa ,Lower middle income,-11.6986,43.2418,866628,456.951638903815,1861,33.5392215673301,1610082688.26617,1857.87060684189,3.30071498500033,5.05192609588218,3.815,67.023,32.51750183
CPV,Cabo Verde,Praia,Sub-Saharan Africa ,Upper middle income,14.9218,-23.5087,524877,129.610669975186,4030,76.7721471004354,2713721857.39153,5170.20531932535,6.98888280991075,1.04817001091965,11.883,76.224,74.73519897
CRI,Costa Rica,San Jose,Latin America & Caribbean ,High income,9.63701,-84.0089,5129910,99.9906972189581,51100,79.3107672397967,96715644330.6612,18853.2828705886,4.08292444182048,-0.412853001047069,6.936,80.996,87.17019653
CUB,Cuba,Havana,Latin America & Caribbean ,Upper middle income,23.1333,-82.3667,10979783,106.165038535645,109880,77.1664929228275,107352000000,9605.27914559614,-1.06173273220524,,1.755,78.264,70.47699738
CUW,Curacao,Willemstad,Latin America & Caribbean ,High income,,,155967,348.31981981982,444,91.4321812441765,3561178212.2905,22832.895498987,5.02690015475606,2.62220783425059,,76.989,
CYM,Cayman Islands,George Town,Latin America & Caribbean ,High income,19.3022,-81.3857,74457,304.325,264,100,7765336505.34319,104292.900672109,3.75641197192778,,,80.54,
CYP,Cyprus,Nicosia,Europe & Central Asia,High income,35.1676,33.3736,1358282,145.560173160173,9250,66.6824259192483,37634551820.7367,38674.3125,3.94076934447787,1.80023018624824,4.9,81.821,89.60099246
CZE,Czechia,Prague,Europe & Central Asia,High income,50.0878,14.4205,10905028,140.785547662605,78871.43,72.7947984592185,347082562221.377,31827.7552539413,1.25131096245923,2.43531202435314,2.6,79.9780487804878,87.68776014
DEU,Germany,Berlin,Europe & Central Asia,High income,52.5235,13.4115,83516593,238.351810090719,357680,82.0211432579125,4685592577804.69,56103.7323182554,-0.495851897260366,2.2564981433876,3.4,80.7926829268293,93.49999579
DJI,Djibouti,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,11.5806,43.1425,1168722,49.7387402933563,23200,72.9052635052978,4152145939.98458,3552.72335079222,6.98048467276334,2.1120116728497,26.007,66.202,65.29889679
DMA,Dominica,Roseau,Latin America & Caribbean ,Upper middle income,15.2976,-61.39,66205,88.68,750,73.5449839980866,688881481.481481,10405.2787777582,2.052738472526,2.73620751873313,,71.294,82.04689789
DNK,Denmark,Copenhagen,Europe & Central Asia,High income,55.6763,12.5681,5976992,148.6738,42920,88.6960552688405,424524722037.047,71026.4832271897,3.47783593140312,1.37220049768926,5.358,82.2536585365854,99.76915157
DOM,Dominican Republic,Santo Domingo,Latin America & Caribbean ,Upper middle income,18.479,-69.8908,11427557,235.098143035751,146839.46,72.4121874752151,124282245638.568,10875.6618443092,4.95352204492849,3.30223338951227,5.312,73.868,91.0022446
DZA,Algeria,Algiers,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,36.7397,3.05097,46814308,19.3825602290762,2381740,75.2792907190618,269322281664.773,5752.99076651465,3.69999999907979,4.04611455313434,11.655,76.475,77.4178009
ECU,Ecuador,Quito,Latin America & Caribbean ,Upper middle income,-0.229498,-78.5243,18135478,72.3952448059269,256370,63.2376932397602,123802374000,6826.5294137822,-1.94409022506859,1.54732515615369,3.453,77.579,77.17273115
EGY,"Egypt, Arab Rep.",Cairo,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,30.0982,31.2461,116538258,115.059291777588,1001450,42.8004363938404,389059910593.1,3338.47371043679,2.3991692678251,28.2705899322083,6.817,71.806,74.64839935
ERI,Eritrea,Asmara,Sub-Saharan Africa ,Low income,15.3315,38.9183,3535603,28.638732049164,121765.8,34.5365524291992,,,,,5.947,68.893,14.34939957
ESP,Spain,Madrid,Europe & Central Asia,High income,40.4167,-3.70327,48848840,96.7636173412149,505975.98,80.315199821207,1725671652742.19,35326.7683069278,3.45525405630191,2.747147886618,11.4,83.8878048780488,95.7574516
EST,Estonia,Tallinn,Europe & Central Asia,High income,59.4392,24.7586,1372341,32.0684764802247,45340,70.6981161541961,43130419829.35,31428.3547816104,-0.0900428648493801,3.5194118998392,7.6,79.2951219512195,92.23796204
ETH,Ethiopia,Addis Ababa,Sub-Saharan Africa ,Low income,9.02274,38.7468,132059767,114.037952012,1136239.7,23.6222839355469,149740297952.375,1133.88279681256,7.61277447616879,21.0377460577711,3.357,67.603,21.94129944
FIN,Finland,Helsinki,Europe & Central Asia,High income,60.1608,24.9525,5619911,18.3705454665088,338480,74.2637190463636,298729432711.719,53155.5451165897,0.374566568538427,1.56568906231616,8.4,82.3365853658537,93.72405196
FJI,Fiji,Suva,East Asia & Pacific,Upper middle income,-18.1149,178.399,928784,50.5826491516147,18270,59.0766602292457,5968125909.27126,6425.74151715712,3.53085896076352,3.89084237884105,5.361,67.463,74.7052002
FRA,France,Paris,Europe & Central Asia,High income,48.8566,2.35097,68551653,126.862020595603,606410,78.7999750964116,3160442622465.08,46103.0840855884,1.19046798275883,1.99904942291463,7.4,82.9804878048781,88.65381638
FRO,Faroe Islands,Torshavn,Europe & Central Asia,High income,61.8926,-6.91181,54640,39.7065693430657,12960,39.4132325882965,4052937169.76536,74175.2776311377,0.843716851362103,,,83.0832463414634,
FSM,"Micronesia, Fed. Sts.",Palikir,East Asia & Pacific,Upper middle income,6.91771,158.185,113160,160.9,700,22.4562830235421,481121300,4251.69052668788,2.30132923576443,5.40874375479067,,67.357,39.52360153
GAB,Gabon,Libreville,Sub-Saharan Africa ,Upper middle income,0.38832,9.45162,2538952,9.64329956921644,267670,91.8632094677575,20895684425.6752,8230.04311451151,3.39403899521831,1.17311998381218,20.091,68.511,68.72090149
GBR,United Kingdom,London,Europe & Central Asia,High income,51.5002,-0.126236,69281000,283.247220270326,243610,83.2429544416085,3695539513534.15,53341.3131094262,1.08027716858781,3.2715729463592,4.361,81.3868536585366,95.4720993
GEO,Georgia,Tbilisi,Europe & Central Asia,Upper middle income,41.71,44.793,3812518,65.0037265124742,69700,61.0789605093733,34189423333.141,8967.67525638987,9.67979379712661,1.10971758022096,11.557,74.657,83.79855689
GHA,Ghana,Accra,Sub-Saharan Africa ,Lower middle income,5.57045,-0.20795,34427414,148.49676310689,238539,58.3654868038581,83288585604.0268,2419.2518672482,5.84746854280382,22.8483281157842,2.82,65.695,72.17569733
GIB,Gibraltar,,Europe & Central Asia,High income,,,39329,3847.1,10,100,,,,,,83.63,
GIN,Guinea,Conakry,Sub-Saharan Africa ,Lower middle income,9.51667,-13.7,14754785,58.6255412664822,245860,38.0713036688655,25008678293.4073,1694.95375862185,5.35004659049265,8.12313914948596,5.132,60.904,33.30469894
GMB,"Gambia, The",Banjul,Sub-Saharan Africa ,Low income,13.4495,-16.5885,2759988,266.5854743083,11300,64.2994103409645,2404888737.54853,871.340287547821,5.55126065805138,11.5610532897511,6.48,66.057,49.49430084
GNB,Guinea-Bissau,Bissau,Sub-Saharan Africa ,Low income,11.8037,-15.1804,2201352,76.5767780938834,36130,46.113204421822,2197777209.94218,998.376093392688,4.40920107183611,3.76555825770114,2.647,64.254,29.77739906
GNQ,Equatorial Guinea,Malabo,Sub-Saharan Africa ,Upper middle income,3.7523,8.7741,1892516,65.8662745098039,28050,71.3574028749806,13254388261.1258,7003.58055684906,0.39622552095193,2.92140227309103,8.293,63.906,63.29930115
GRC,Greece,Athens,Europe & Central Asia,High income,37.9792,23.7166,10405134,80.7397284716835,131960,78.9967856500534,256238371778.118,24626.1481858973,2.0865743380603,2.74101875679486,10.02,81.8390243902439,86.26968886
GRD,Grenada,Saint George's,Latin America & Caribbean ,Upper middle income,12.0653,-61.7449,117207,344.355882352941,340,36.5628000454229,1351270370.37037,11528.9220811928,2.3996478454327,1.08615365134737,,75.367,70.16159821
GRL,Greenland,Nuuk,Europe & Central Asia,High income,64.1836,-51.7214,56836,0.138543062492386,410450,88.3195347935238,3326543974.39193,58498.9707973609,0.865961986998158,,,70.2734146341463,
GTM,Guatemala,Guatemala City,Latin America & Caribbean ,Upper middle income,14.6248,-90.5328,18406359,169.138092571855,108890,55.9547027274763,113215575150.885,6150.89465281457,3.71558453779777,2.86992752918294,2.613,72.746,60.22140121
GUM,Guam,Agana,East Asia & Pacific,High income,13.4443,144.794,167777,308.344444444444,540,94.1726346571831,6910000000,41833.1517132825,5.09986426216793,,5.252,77.422,
GUY,Guyana,Georgetown,Latin America & Caribbean ,High income,6.80461,-58.1548,831087,3.91376811594203,214970,26.477717988557,24662714628.2974,29675.2501582835,43.8192726391966,2.90379501424778,11.874,70.319,83.00080109
HKG,"Hong Kong SAR, China",,East Asia & Pacific,High income,22.3964,114.109,7524100,7177.2380952381,1110,100,408368682415.423,54274.7547767073,2.62936861207362,1.72972119105914,2.988,85.3926829268293,95.75536971
HND,Honduras,Tegucigalpa,Latin America & Caribbean ,Lower middle income,15.1333,-87.4667,10825703,95.1367503798373,112490,58.7850728104829,36980171442.0603,3415.96027916712,3.63240745450875,4.60621098127101,4.91,73.044,58.62269974
HRV,Croatia,Zagreb,Europe & Central Asia,High income,45.8069,15.9614,3866200,68.9722301644031,88070,57.5158981711443,92981894167.9687,24049.9441746337,3.82578440126859,2.97200477643626,5,78.9292682926829,83.63240029
HTI,Haiti,Port-au-Prince,Latin America & Caribbean ,Lower middle income,18.5392,-72.3288,11772557,422.256821480406,27750,55.0372652481002,24255657481.2502,2060.35591768638,-4.18495104762965,26.9490564091987,14.609,65.119,47.8614006
HUN,Hungary,Budapest,Europe & Central Asia,High income,47.4984,19.0408,9562065,105.108327854482,93030,70.491825943218,222848211034.367,23305.4482514359,0.709070599066038,3.70370370370369,4.5,76.7243902439025,93.77898628
IDN,Indonesia,Jakarta,East Asia & Pacific,Upper middle income,-6.19752,106.83,283487931,148.57692229227,1916906.77,58.7509635387997,1396301788461.69,4925.43644992666,5.03257477088519,2.18151273615189,3.301,71.288,72.78075544
IMN,Isle of Man,Douglas,Europe & Central Asia,High income,54.1509,-4.47928,84160,147.657894736842,570,52.1633405796294,7576129932.79381,90015.2074234398,-2.03524496955581,,,81.091,
IND,India,New Delhi,South Asia,Lower middle income,28.6353,77.225,1450935791,483.679010086809,3287260,35.3788972368389,3760813470500.86,2591.9916607122,7.09927893176518,4.95303550973661,4.173,72.235,64.9434967
IRL,Ireland,Dublin,Europe & Central Asia,High income,53.3441,-6.26749,5395790,77.1017273914937,70280,64.3470379255585,609157459747.205,112894.953240805,2.59946721553708,2.11344999577317,4.3,83.009756097561,97.18769836
IRN,"Iran, Islamic Rep.",Tehran,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,35.6878,51.4447,91567738,55.8451198767334,1745150,77.0201263427734,475252089215.416,5190.16959024821,3.66312057949303,32.455871402917,8.146,77.854,85.3404007
IRQ,Iraq,Baghdad,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,33.3302,44.394,46042015,103.826155759795,435050,69.8861494108913,279641257615.385,6073.61032342708,-1.54525198319173,2.6116961151764,15.293,72.424,81.47450256
ISL,Iceland,Reykjavik,Europe & Central Asia,High income,64.1353,-21.8952,386506,3.82488346722206,103000,94.1819039916522,33186621855.0053,85863.1479330343,-1.2828764442695,5.85683849970072,3.6,82.809756097561,98.209198
ISR,Israel,,"Middle East, North Africa, Afghanistan & Pakistan",High income,31.7717,35.2035,10002200,455.129390018484,22070,91.536188843818,542284494490.778,54216.5218142787,0.953618469238535,3.07480889805025,3.595,83.1975609756098,88.18242225
ITA,Italy,Rome,Europe & Central Asia,High income,41.8955,12.4823,58952704,199.459678073854,302070,69.6047535143071,2383435562458.12,40429.6224047352,0.783039135276795,0.982373023061417,6.5,83.9512195121951,89.2207202
